OWNER,TABLE_NAME,COLUMN_ID,COLUMN_NAME,DATA_TYPE,DATA_LENGTH,DATA_SCALE,NULLABLE,DATA_DEFAULT,COMMENTS,IS_PK,PK정보,AK정보,FK정보,개인정보여부_추정
SHOP,TB_ORD_DTL,6,STAT_CD,VARCHAR2,10,,Y,,상태코드,N,,,,N
SHOP,TB_ORD_DTL,7,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_ORD_DTL,8,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_ORD_DTL,9,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_ORD_DTL,10,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_ORD_HIST,1,ORD_ID,VARCHAR2,20,,N,,ORD 식별번호,Y,PK01,,,N
SHOP,TB_ORD_HIST,2,ORD_ID,VARCHAR2,20,,N,,ORD 참조키,N,,,TB_ORD_MST.ORD_ID,N
SHOP,TB_ORD_HIST,3,CHG_DT,VARCHAR2,14,,N,,변경일시,N,,,,N
SHOP,TB_ORD_HIST,4,CHG_CN,VARCHAR2,500,,Y,,변경내용,N,,,,N
SHOP,TB_ORD_HIST,5,CHG_ID,VARCHAR2,50,,Y,,변경자,N,,,,N
SHOP,TB_ORD_HIST,6,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_ORD_HIST,7,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_ORD_HIST,8,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_ORD_HIST,9,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_ORD_CD,1,ORD_ID,VARCHAR2,20,,N,,ORD 식별번호,Y,PK01,,,N
SHOP,TB_ORD_CD,2,CD_NM,VARCHAR2,100,,N,,코드명,N,,,,Y
SHOP,TB_ORD_CD,3,CD_DESC,VARCHAR2,300,,Y,,코드설명,N,,,,N
SHOP,TB_ORD_CD,4,SORT_ORD,NUMBER,5,0,Y,,정렬순서,N,,,,N
SHOP,TB_ORD_CD,5,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_ORD_CD,6,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_ORD_CD,7,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_ORD_CD,8,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PROD_MST,1,PROD_ID,VARCHAR2,20,,N,,PROD 식별번호,Y,PK01,,,N
SHOP,TB_PROD_MST,2,PROD_NM,VARCHAR2,100,,Y,,PROD 명칭,N,,,,Y
SHOP,TB_PROD_MST,3,PROD_ADDR,VARCHAR2,300,,Y,,PROD 주소,N,,,,Y
SHOP,TB_PROD_MST,4,PROD_TEL,VARCHAR2,20,,Y,,PROD 연락처,N,,,,Y
SHOP,TB_PROD_MST,5,PROD_EMAIL,VARCHAR2,100,,Y,,PROD 이메일,N,,,,Y
SHOP,TB_PROD_MST,6,BIZ_NO,VARCHAR2,20,,Y,,사업자번호,N,,AK_1-01,,N
SHOP,TB_PROD_MST,7,USE_YN,CHAR,1,,N,'Y',사용여부,N,,,,N
SHOP,TB_PROD_MST,8,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PROD_MST,9,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PROD_MST,10,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PROD_MST,11,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PROD_DTL,1,PROD_ID,VARCHAR2,20,,N,,PROD 식별번호,Y,PK01,,,N
SHOP,TB_PROD_DTL,2,PROD_ID,VARCHAR2,20,,N,,PROD 참조키,N,,,TB_PROD_MST.PROD_ID,N
SHOP,TB_PROD_DTL,3,WH_ID,VARCHAR2,20,,Y,,WH 참조키,N,,,TB_WH_MST.WH_ID,N
SHOP,TB_PROD_DTL,4,SEQ_NO,NUMBER,5,0,N,,일련번호,N,,,,N
SHOP,TB_PROD_DTL,5,AMT,NUMBER,15,2,Y,0,금액,N,,,,N
SHOP,TB_PROD_DTL,6,QTY,NUMBER,9,0,Y,0,수량,N,,,,N
SHOP,TB_PROD_DTL,7,STAT_CD,VARCHAR2,10,,Y,,상태코드,N,,,,N
SHOP,TB_PROD_DTL,8,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PROD_DTL,9,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PROD_DTL,10,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PROD_DTL,11,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PROD_HIST,1,PROD_ID,VARCHAR2,20,,N,,PROD 식별번호,Y,PK01,,,N
SHOP,TB_PROD_HIST,2,PROD_ID,VARCHAR2,20,,N,,PROD 참조키,N,,,TB_PROD_MST.PROD_ID,N
SHOP,TB_PROD_HIST,3,CHG_DT,VARCHAR2,14,,N,,변경일시,N,,,,N
SHOP,TB_PROD_HIST,4,CHG_CN,VARCHAR2,500,,Y,,변경내용,N,,,,N
SHOP,TB_PROD_HIST,5,CHG_ID,VARCHAR2,50,,Y,,변경자,N,,,,N
SHOP,TB_PROD_HIST,6,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PROD_HIST,7,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PROD_HIST,8,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PROD_HIST,9,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PROD_CD,1,PROD_ID,VARCHAR2,20,,N,,PROD 식별번호,Y,PK01,,,N
SHOP,TB_PROD_CD,2,CD_NM,VARCHAR2,100,,N,,코드명,N,,,,Y
SHOP,TB_PROD_CD,3,CD_DESC,VARCHAR2,300,,Y,,코드설명,N,,,,N
SHOP,TB_PROD_CD,4,SORT_ORD,NUMBER,5,0,Y,,정렬순서,N,,,,N
SHOP,TB_PROD_CD,5,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PROD_CD,6,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PROD_CD,7,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PROD_CD,8,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_CTRT_MST,1,CTRT_ID,VARCHAR2,20,,N,,CTRT 식별번호,Y,PK01,,,N
SHOP,TB_CTRT_MST,2,CTRT_NM,VARCHAR2,100,,Y,,CTRT 명칭,N,,,,Y
SHOP,TB_CTRT_MST,3,CTRT_ADDR,VARCHAR2,300,,Y,,CTRT 주소,N,,,,Y
SHOP,TB_CTRT_MST,4,CTRT_TEL,VARCHAR2,20,,Y,,CTRT 연락처,N,,,,Y
SHOP,TB_CTRT_MST,5,CTRT_EMAIL,VARCHAR2,100,,Y,,CTRT 이메일,N,,,,Y
SHOP,TB_CTRT_MST,6,BIZ_NO,VARCHAR2,20,,Y,,사업자번호,N,,AK_1-01,,N
SHOP,TB_CTRT_MST,7,USE_YN,CHAR,1,,N,'Y',사용여부,N,,,,N
SHOP,TB_CTRT_MST,8,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_CTRT_MST,9,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_CTRT_MST,10,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_CTRT_MST,11,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_CTRT_DTL,1,CTRT_ID,VARCHAR2,20,,N,,CTRT 식별번호,Y,PK01,,,N
SHOP,TB_CTRT_DTL,2,CTRT_ID,VARCHAR2,20,,N,,CTRT 참조키,N,,,TB_CTRT_MST.CTRT_ID,N
SHOP,TB_CTRT_DTL,3,SEQ_NO,NUMBER,5,0,N,,일련번호,N,,,,N
SHOP,TB_CTRT_DTL,4,AMT,NUMBER,15,2,Y,0,금액,N,,,,N
SHOP,TB_CTRT_DTL,5,QTY,NUMBER,9,0,Y,0,수량,N,,,,N
SHOP,TB_CTRT_DTL,6,STAT_CD,VARCHAR2,10,,Y,,상태코드,N,,,,N
SHOP,TB_CTRT_DTL,7,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_CTRT_DTL,8,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_CTRT_DTL,9,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_CTRT_DTL,10,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_CTRT_HIST,1,CTRT_ID,VARCHAR2,20,,N,,CTRT 식별번호,Y,PK01,,,N
SHOP,TB_CTRT_HIST,2,CTRT_ID,VARCHAR2,20,,N,,CTRT 참조키,N,,,TB_CTRT_MST.CTRT_ID,N
SHOP,TB_CTRT_HIST,3,CHG_DT,VARCHAR2,14,,N,,변경일시,N,,,,N
SHOP,TB_CTRT_HIST,4,CHG_CN,VARCHAR2,500,,Y,,변경내용,N,,,,N
SHOP,TB_CTRT_HIST,5,CHG_ID,VARCHAR2,50,,Y,,변경자,N,,,,N
SHOP,TB_CTRT_HIST,6,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_CTRT_HIST,7,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_CTRT_HIST,8,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_CTRT_HIST,9,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_CTRT_CD,1,CTRT_ID,VARCHAR2,20,,N,,CTRT 식별번호,Y,PK01,,,N
SHOP,TB_CTRT_CD,2,CD_NM,VARCHAR2,100,,N,,코드명,N,,,,Y
SHOP,TB_CTRT_CD,3,CD_DESC,VARCHAR2,300,,Y,,코드설명,N,,,,N
SHOP,TB_CTRT_CD,4,SORT_ORD,NUMBER,5,0,Y,,정렬순서,N,,,,N
SHOP,TB_CTRT_CD,5,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_CTRT_CD,6,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_CTRT_CD,7,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_CTRT_CD,8,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PAY_MST,1,PAY_ID,VARCHAR2,20,,N,,PAY 식별번호,Y,PK01,,,N
SHOP,TB_PAY_MST,2,PAY_NM,VARCHAR2,100,,Y,,PAY 명칭,N,,,,Y
SHOP,TB_PAY_MST,3,PAY_ADDR,VARCHAR2,300,,Y,,PAY 주소,N,,,,Y
SHOP,TB_PAY_MST,4,PAY_TEL,VARCHAR2,20,,Y,,PAY 연락처,N,,,,Y
SHOP,TB_PAY_MST,5,PAY_EMAIL,VARCHAR2,100,,Y,,PAY 이메일,N,,,,Y
SHOP,TB_PAY_MST,6,BIZ_NO,VARCHAR2,20,,Y,,사업자번호,N,,AK_1-01,,N
SHOP,TB_PAY_MST,7,USE_YN,CHAR,1,,N,'Y',사용여부,N,,,,N
SHOP,TB_PAY_MST,8,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PAY_MST,9,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PAY_MST,10,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PAY_MST,11,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PAY_DTL,1,PAY_ID,VARCHAR2,20,,N,,PAY 식별번호,Y,PK01,,,N
SHOP,TB_PAY_DTL,2,PAY_ID,VARCHAR2,20,,N,,PAY 참조키,N,,,TB_PAY_MST.PAY_ID,N
SHOP,TB_PAY_DTL,3,SEQ_NO,NUMBER,5,0,N,,일련번호,N,,,,N
SHOP,TB_PAY_DTL,4,AMT,NUMBER,15,2,Y,0,금액,N,,,,N
SHOP,TB_PAY_DTL,5,QTY,NUMBER,9,0,Y,0,수량,N,,,,N
SHOP,TB_PAY_DTL,6,STAT_CD,VARCHAR2,10,,Y,,상태코드,N,,,,N
SHOP,TB_PAY_DTL,7,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PAY_DTL,8,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PAY_DTL,9,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PAY_DTL,10,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PAY_HIST,1,PAY_ID,VARCHAR2,20,,N,,PAY 식별번호,Y,PK01,,,N
SHOP,TB_PAY_HIST,2,PAY_ID,VARCHAR2,20,,N,,PAY 참조키,N,,,TB_PAY_MST.PAY_ID,N
SHOP,TB_PAY_HIST,3,CHG_DT,VARCHAR2,14,,N,,변경일시,N,,,,N
SHOP,TB_PAY_HIST,4,CHG_CN,VARCHAR2,500,,Y,,변경내용,N,,,,N
SHOP,TB_PAY_HIST,5,CHG_ID,VARCHAR2,50,,Y,,변경자,N,,,,N
SHOP,TB_PAY_HIST,6,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PAY_HIST,7,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PAY_HIST,8,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PAY_HIST,9,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_PAY_CD,1,PAY_ID,VARCHAR2,20,,N,,PAY 식별번호,Y,PK01,,,N
SHOP,TB_PAY_CD,2,CD_NM,VARCHAR2,100,,N,,코드명,N,,,,Y
SHOP,TB_PAY_CD,3,CD_DESC,VARCHAR2,300,,Y,,코드설명,N,,,,N
SHOP,TB_PAY_CD,4,SORT_ORD,NUMBER,5,0,Y,,정렬순서,N,,,,N
SHOP,TB_PAY_CD,5,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_PAY_CD,6,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_PAY_CD,7,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_PAY_CD,8,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_SHIP_MST,1,SHIP_ID,VARCHAR2,20,,N,,SHIP 식별번호,Y,PK01,,,N
SHOP,TB_SHIP_MST,2,SHIP_NM,VARCHAR2,100,,Y,,SHIP 명칭,N,,,,Y
SHOP,TB_SHIP_MST,3,SHIP_ADDR,VARCHAR2,300,,Y,,SHIP 주소,N,,,,Y
SHOP,TB_SHIP_MST,4,SHIP_TEL,VARCHAR2,20,,Y,,SHIP 연락처,N,,,,Y
SHOP,TB_SHIP_MST,5,SHIP_EMAIL,VARCHAR2,100,,Y,,SHIP 이메일,N,,,,Y
SHOP,TB_SHIP_MST,6,BIZ_NO,VARCHAR2,20,,Y,,사업자번호,N,,AK_1-01,,N
SHOP,TB_SHIP_MST,7,USE_YN,CHAR,1,,N,'Y',사용여부,N,,,,N
SHOP,TB_SHIP_MST,8,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_SHIP_MST,9,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_SHIP_MST,10,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_SHIP_MST,11,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_SHIP_DTL,1,SHIP_ID,VARCHAR2,20,,N,,SHIP 식별번호,Y,PK01,,,N
SHOP,TB_SHIP_DTL,2,SHIP_ID,VARCHAR2,20,,N,,SHIP 참조키,N,,,TB_SHIP_MST.SHIP_ID,N
SHOP,TB_SHIP_DTL,3,NOTI_ID,VARCHAR2,20,,Y,,NOTI 참조키,N,,,TB_NOTI_MST.NOTI_ID,N
SHOP,TB_SHIP_DTL,4,SEQ_NO,NUMBER,5,0,N,,일련번호,N,,,,N
SHOP,TB_SHIP_DTL,5,AMT,NUMBER,15,2,Y,0,금액,N,,,,N
SHOP,TB_SHIP_DTL,6,QTY,NUMBER,9,0,Y,0,수량,N,,,,N
SHOP,TB_SHIP_DTL,7,STAT_CD,VARCHAR2,10,,Y,,상태코드,N,,,,N
SHOP,TB_SHIP_DTL,8,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_SHIP_DTL,9,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_SHIP_DTL,10,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_SHIP_DTL,11,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_SHIP_HIST,1,SHIP_ID,VARCHAR2,20,,N,,SHIP 식별번호,Y,PK01,,,N
SHOP,TB_SHIP_HIST,2,SHIP_ID,VARCHAR2,20,,N,,SHIP 참조키,N,,,TB_SHIP_MST.SHIP_ID,N
SHOP,TB_SHIP_HIST,3,CHG_DT,VARCHAR2,14,,N,,변경일시,N,,,,N
SHOP,TB_SHIP_HIST,4,CHG_CN,VARCHAR2,500,,Y,,변경내용,N,,,,N
SHOP,TB_SHIP_HIST,5,CHG_ID,VARCHAR2,50,,Y,,변경자,N,,,,N
SHOP,TB_SHIP_HIST,6,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_SHIP_HIST,7,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_SHIP_HIST,8,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_SHIP_HIST,9,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_SHIP_CD,1,SHIP_ID,VARCHAR2,20,,N,,SHIP 식별번호,Y,PK01,,,N
SHOP,TB_SHIP_CD,2,CD_NM,VARCHAR2,100,,N,,코드명,N,,,,Y
SHOP,TB_SHIP_CD,3,CD_DESC,VARCHAR2,300,,Y,,코드설명,N,,,,N
SHOP,TB_SHIP_CD,4,SORT_ORD,NUMBER,5,0,Y,,정렬순서,N,,,,N
SHOP,TB_SHIP_CD,5,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_SHIP_CD,6,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_SHIP_CD,7,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_SHIP_CD,8,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_CPN_MST,1,CPN_ID,VARCHAR2,20,,N,,CPN 식별번호,Y,PK01,,,N
SHOP,TB_CPN_MST,2,CPN_NM,VARCHAR2,100,,Y,,CPN 명칭,N,,,,Y
SHOP,TB_CPN_MST,3,CPN_ADDR,VARCHAR2,300,,Y,,CPN 주소,N,,,,Y
SHOP,TB_CPN_MST,4,CPN_TEL,VARCHAR2,20,,Y,,CPN 연락처,N,,,,Y
SHOP,TB_CPN_MST,5,CPN_EMAIL,VARCHAR2,100,,Y,,CPN 이메일,N,,,,Y
SHOP,TB_CPN_MST,6,BIZ_NO,VARCHAR2,20,,Y,,사업자번호,N,,AK_1-01,,N
SHOP,TB_CPN_MST,7,USE_YN,CHAR,1,,N,'Y',사용여부,N,,,,N
SHOP,TB_CPN_MST,8,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_CPN_MST,9,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_CPN_MST,10,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_CPN_MST,11,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_CPN_DTL,1,CPN_ID,VARCHAR2,20,,N,,CPN 식별번호,Y,PK01,,,N
SHOP,TB_CPN_DTL,2,CPN_ID,VARCHAR2,20,,N,,CPN 참조키,N,,,TB_CPN_MST.CPN_ID,N
SHOP,TB_CPN_DTL,3,SEQ_NO,NUMBER,5,0,N,,일련번호,N,,,,N
SHOP,TB_CPN_DTL,4,AMT,NUMBER,15,2,Y,0,금액,N,,,,N
SHOP,TB_CPN_DTL,5,QTY,NUMBER,9,0,Y,0,수량,N,,,,N
SHOP,TB_CPN_DTL,6,STAT_CD,VARCHAR2,10,,Y,,상태코드,N,,,,N
SHOP,TB_CPN_DTL,7,REG_ID,VARCHAR2,50,,N,,등록자,N,,,,N
SHOP,TB_CPN_DTL,8,REG_DT,VARCHAR2,14,,N,,등록일시,N,,,,N
SHOP,TB_CPN_DTL,9,UPD_ID,VARCHAR2,50,,Y,,수정자,N,,,,N
SHOP,TB_CPN_DTL,10,UPD_DT,VARCHAR2,14,,Y,,수정일시,N,,,,N
SHOP,TB_CPN_HIST,1,CPN_ID,VARCHAR2,20,,N,,CPN 식별번호,Y,PK01,,,N
SHOP,TB_CPN_HIST,2,CPN_ID,VARCHAR2,20,,N,,CPN 참조키,N,,,TB_CPN_MST.CPN_ID,N
SHOP,TB_CPN_HIST,3,CHG_DT,VARCHAR2,14,,N,,변경일시,N,,,,N
SHOP,TB_CPN_HIST,4,CHG_CN,VARCHAR2,500,,Y,,변경내용,N,,,,N
SHOP,TB_CPN_HIST,5,CHG_ID,VARCHAR2,50,,Y,,변경자,N,,,,N
